,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,https://servicodados.ibge.gov.br/api/docs/localidades?utm_source=,,,,,,,,,,,,,,,,,,
"jun. 13, 2022",,FLO110421A,Raquel,Maia,Kalungas barram entrada de búfalos de fazendeiro em sítio histórico,Metrópoles,"abr. 11, 2021",Centro-oeste ; Goiás ; Cavalcante; 5205307,Ação paraestatal ; Barreira Sanitária,Ação/Prática comunicativa,Ofício,,Cerrado,Data inicial: 09/04/2021 Data final: 09/04/2021,Movimento Quilombola,,Outros,Associação Quilombo Kalunga (AQK),"Luta contra a violação dos direitos humanos
Preservação ambiental",Estado,,Outros,,"12; Consumo e Produção Responsáveis
15; Vida Terrestre",Barreira proteçao territorial; preservação ambiental e de modo de produção ,Providências para impedir a entrada de búfalos no território; preservação do modo de criação e produção
"jun. 13, 2022",,FLO250121G,Bianca,Marucci,Moradores de Brumadinho e ambientalistas tentam impedir na Justiça mineração na Serra do Rola Moça,itatiaia,"jan. 25, 2021",Sudeste ; Minas Gerais ; Brumadinho; 3109006,Judicialização ; Participação em audiência pública,,,,,undefined,Movimento Ambientalista,,NI,,Preservação ambiental,ONG,,Outros,ONG Ecologia e Observação de Aves (Ecoavis),"14; Vida na Água
15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",mina de Casa Branca; Serra do Rola Moça; Mineração Geral do Brasil (MGB),
"jun. 13, 2022",,FLO120421A,Raquel,Maia,Comunidades quilombolas de AL cobram inclusão no cronograma de vacinação contra a Covid-19,G1 AL,"abr. 12, 2021",Estadual ; Alagoas,Judicialização ; Ação Civil Pública,,,,Mata Atlântica,Data inicial: 12/04/2021 Data final: 12/04/2021,Movimento Quilombola,,Outros,Coordenação Estadual das Comunidades Quilombolas e Remanescente de Alagoas; Coordenação Nacional de Articulação das Comunidades Negras rurais Quilombolas (CONAQ),Combate ao Covid-19,Estado,,Ministério Público Federal (MPF),,3; Saúde e Bem-Estar,Mandado de segurança; ,
"jun. 12, 2022",,FLO040521A,Natallia,Assunção,"Em audiência, povo Tupinambá de Olivença denuncia Funai por desvio de função constitucional",Conselho Indigenista Missionário,"mai. 4, 2021",Nordeste ; Bahia ; Ilhéus; 2913606,Encontro ; Reunião de denúncia,,,,Mata Atlântica,,Movimento Indígena,,Outros,Povo Tupinambá,"Luta contra a violação dos direitos humanos
Preservação ambiental",Outros,,Frente Parlamentar Indígena,,"13; Ação Contra Mudança Global do Clima
14; Vida na Água
15; Vida Terrestre",Povos Indígenas; Tupinambás; Denúncia; Governo Bolsonaro ,
"jun. 12, 2022",,FLO020521A,Natallia,Assunção,Devemos pressionar Biden a não negociar com o governo Bolsonaro?... - Veja mais em https://www.uol.coDevemos pressionar Biden a não negociar com o governo Bolsonaro?,Ecoa Uou,"mai. 2, 2021",Internacional,Encontro ; Reunião de denúncia,,,,Amazônia; Cerrado,undefined,"Movimento Ambientalista
Movimento Indígena",,"Outros
Articulação dos Povos Indígenas do Brasil (APIB)",,Preservação ambiental,NI,,NI,,"13; Ação Contra Mudança Global do Clima
14; Vida na Água
15; Vida Terrestre",Amazônia; Cúpula do Clima; boletim; denúncia internacional,
"jun. 12, 2022",,FLO030521A,Natallia,Assunção,Articulação dos Povos Indígenas recorre à Justiça para arquivar inquérito contra Sonia Guajajara,Jornal Nacional,"mai. 3, 2021",Centro-oeste ; Distrito Federal ; Brasília; 5300108,Judicialização ; Ação Civil Pública,,,,,Data inicial: 03/05/2021 Data final: 03/05/2021,Movimento Indígena,,Articulação dos Povos Indígenas do Brasil (APIB),,"Luta contra a violação dos direitos humanos
Preservação ambiental",NI,,NI,,"13; Ação Contra Mudança Global do Clima
14; Vida na Água
15; Vida Terrestre",Povos Indígenas; Ameaças: Coação; Denúncias.,
"jun. 12, 2022",,FLO250121E,Bianca,Marucci,Exército leva serviços de saúde a comunidade indígena de Tabatinga (AM),DefesaNet,"jan. 25, 2021",Norte ; Amazonas ; Tabatinga; 1304062,,Ação de caráter imediato,Ação cívico-social,,Amazônia,undefined,Movimento Indígena,,Outros,Etnia Tikuna,,Estado,,"Outros
Distrito Sanitário Especial Indígena (Dsei)",Exército; Comando de Fronteira Solimões / 8°Batalhão de Infantaria de Selva (CFSol / 8° BIS); Hospital de Guarnição de Tabatinga (HGuT); ,3; Saúde e Bem-Estar,serviços de saúde; comunidade do Umariaçu II; atendimentos médicos; distribuição de kits de higiene; ,Saúde indígena
"jun. 12, 2022",,FLO250121D,Bianca,Marucci,"Indígenas excluídos do plano de vacinação são “duplamente violentados e penalizados”, afirmam povos do Maranhão",Conselho Indigenista Missionário (CIMI),"jan. 25, 2021",Nordeste ; Maranhão ; São Luís; 2111300,,Ação/Prática Comunicativa,Carta Aberta,,,undefined,Movimento Indígena,,Outros,Povo Tremembé; Povo Akroá Gamella; Povo Anapuru Muypurá; Povo Kariri; Povo Tupinambá,Combate ao Covid-19,NI,,NI,,"3; Saúde e Bem-Estar
10; Redução das Desigualdades
16; Paz Justiça e Instituições Eficazes",vacinação; crítica ao governo federal e estadual; indígenas que vivem em centros urbanos; exclusão indígena; saúde pública; direitos indígenas,
"jun. 12, 2022",,FLO250121C,Bianca,Marucci,Saúde Indígena questiona estado de Rondônia sobre 'sumiço' de 8 mil doses da vacina contra Covid-19,G1,"jan. 25, 2021",Norte ; Acre ; Rio Branco; 1200401,,Manifestação,Denúncia,,,,Movimento Indígena,,Outros,Conselho Indigenista Missionário,,"Estado
Outros",Universidade,"Outros
Ministério Público Federal (MPF)",Universidade Federal do Acre (Ufac),10; Redução das Desigualdades,casos de racismo e discriminação contra os indígenas; ações de combate e conscientização contra o racismo e discriminação étinico-cultural,Combater o racismo
"jun. 12, 2022",,FLO260121F,Bianca,Marucci,Líderes indígenas denunciam Bolsonaro ao Tribunal de Haia por crimes contra a humanidade,Correio Notícia,"jan. 26, 2021",Internacional,,Manifestação,Denúncia,,,undefined,Movimento Indígena,,Outros,cacique Raoni Metuktire; cacique Almir Suruí,"Luta contra a violação dos direitos humanos
Preservação ambiental",NI,,NI,,"10; Redução das Desigualdades
15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",ação; danos ambientais; assassinatos; lideranças indígenas; desmonte de agências de preservação e proteção ambiental; Tribunal Penal Internacional (TPI) de Haia,
"jun. 12, 2022",,FLO260121D,Bianca,Marucci,Cobrança por técnicos de Enfermagem para aldeia leva a ‘invasão’ de prefeitura e presença da PM,Jornal Midiamax; UOL,"jan. 26, 2021",Centro-oeste ; Mato Grosso do Sul ; Sidrolândia; 5007901,,Deslocamento Coletivo,Protesto,,Pantanal,undefined,Movimento Indígena,,NI,,Combate ao Covid-19,NI,,NI,,3; Saúde e Bem-Estar,aldeia Tereré; profissionais de saúde; prefeitura; reivindicação,
"jun. 11, 2022",,FLO260121B,Bianca,Marucci,Indígenas de aldeia em Paraty sofrem ataques e ameaças de morte em meio à luta por demarcação,Revista Fórum,"jan. 26, 2021",Sudeste ; Rio de Janeiro ; Paraty; 3303807,Judicialização ; Participação em audiência pública,,,,Mata Atlântica,undefined,Movimento Indígena,,Outros,Povo Guarani Mbyá; Povo Nhandéva; Tekoha Djev’y,"Luta contra a violação dos direitos humanos
Preservação ambiental",Estado,,Ministério Público Federal (MPF),,"15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",violência indígena; Terra Indígena do Rio Pequeno Tekoha Djev’y; homologação de terras; demarcação de terras; mobilização,
"jun. 10, 2022",,FLO030321C,Bruna,Gonçalves,AMBIENTALISTAS E SETORES DO AGRONEGÓCIO SE UNEM POR DERRUBADA DE VETO,UOL Congresso em foco,"mar. 3, 2021",Nacional,,Não categorizado,Nota técnica,,,Data inicial: 03/03/2021 Data final: 03/03/2021,Movimento Hegemônico,,Outros,"Coalizão Brasil Clima, Florestas e Agricultura",,NI,,NI,,15; Vida Terrestre,Pagamento de serviços ambientais; Fiscalização; Conflito    ,
"jun. 10, 2022",,FLO090321C,Bruna,Gonçalves,Governo Bolsonaro tenta liberar agricultura em terra indígena (2),Projeto Colabora,"mar. 9, 2021",Nacional,,Não categorizado,Nota de Repúdio,,,Data inicial: 25/02/2021 Data final: 25/02/2021,Movimento Indígena,,Articulação dos Povos Indígenas do Brasil (APIB),,,NI,,NI,,15; Vida Terrestre,Invasões de terras indígenas; Construção de estradas; Hidrelétricas; Fazendas,
"jun. 10, 2022",,FLO090321B,Bruna,Gonçalves,Governo Bolsonaro tenta liberar agricultura em terra indígena,Projeto Colabora,"mar. 9, 1999",Nacional,,Não categorizado,Nota de Repúdio,,,Data inicial: 25/02/2021 Data final: 25/02/2021,Movimento Indígena,,Coordenação das Organizações Indígenas da Amazônia Brasileira (Coiab)	N.I.,,,NI,,NI,,"15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",Invasões de terras indígenas; Construção de estradas; Hidrelétricas; Fazendas,
"jun. 10, 2022",,FLO030321B,Bruna,Gonçalves,"Dossiê liga Banco Mundial a violações ambientais na Amazônia...  Leia mais no texto original: (https://www.poder360.com.br/brasil/dossie-liga-banco-mundial-a-violacoes-ambientais-na-amazonia-dw/) © 2022 Todos os direitos são reservados ao Poder360, conforme a Lei nº 9.610/98. A publicação, redistribuição, transmissão e reescrita sem autorização prévia são proibidas.",Poder 360,"mar. 3, 2021",Norte ; Pará ; Itaituba; 1503606,Judicialização ; Ação Civil Pública,,,,,,Movimento Indígena,,Povo Munduruku,,,Estado,,Ministério Público Federal (MPF),,15; Vida Terrestre,Soja; Agrotóxicos; Complexos portuários; Conflitos,
"jun. 10, 2022",,FLO040321C,Bruna,Gonçalves,"Se a nossa terra, a nossa floresta sumir, o que vai ser do meu povo?",El País,"mar. 4, 2021",Nordeste ; Maranhão ; Amarante do Maranhão; 2100600,,Não categorizado,Carta de denúncia,,,Data inicial: 04/03/2021 Data final: 04/03/2021,Movimento Indígena,,Outros,Guardiões da Floresta,,NI,,NI,,15; Vida Terrestre,Invasão de madeireiros; Agronegócio; Ameaças; Direitos dos povos indígenas ,
"jun. 10, 2022",,FLO090321A,Bruna,Gonçalves,"MA: Guardiões da floresta reafirmam defesa das terras indígenas, denunciam invasores e velho Estado em carta",A nova Democracia,"mar. 9, 2021",Nordeste ; Maranhão ; Amarante do Maranhão; 2100600,,Não categorizado,Carta de denúncia,,Amazônia; Cerrado,Data inicial: 09/03/2021 Data final: 09/03/2021,Movimento Indígena,,Outros,Guardiões da Floresta,,NI,,NI,,15; Vida Terrestre,Invasão de madeireiros; Agronegócio; Ameaças; Direitos dos povos indígenas ,
"jun. 9, 2022",,FLO090421E,Raquel,Maia,"Movimento denuncia continuação de obra no Itapanhaú, em Bertioga",Diário do Litoral,"abr. 9, 2021",Sudeste ; São Paulo ; Bertioga; 3506359,Não categorizado ; Não categorizado,Ação/Prática comunicativa,Carta de Denuncia ,,Mata Atlântica,Data inicial: 09/04/2021 Data final: 09/04/2021,Movimento Ambientalista,,Outros,Movimento Popular Salve o Rio Itapanhaú ,"Luta contra a violação dos direitos humanos
Preservação ambiental",Outros,,Outros,,"3; Saúde e Bem-Estar
6; Água Potável e Saneamento
12; Consumo e Produção Responsáveis
14; Vida na Água
15; Vida Terrestre",Cortina de fumaça; obras de transposição do Rio Itapanhau; denúncia virtual,Denunciar as obras de transposição do Rio Itapanhaú 
"jun. 9, 2022",,FLO080421E,Raquel,Maia,"Em SC, PT mobiliza contra a destruição de escola quilombola",PT.org,"abr. 8, 2021",Sul ; Santa Catarina ; Campos Novos; 4203600,Judicialização ; Ação Civil Pública,,,,Mata Atlântica,Data inicial: 09/04/2021 Data final: 09/04/2021,Movimento Quilombola,,Outros,Remanescentes dos Quilombos Invernada dos Negros,Luta contra a violação dos direitos humanos,"Estado
Partido",,PT,,"4; Educação de Qualidade
15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",Fechamento e demolição de escola quilombola; pedido de informaçao a Secretaria de Estado de Educação,Denunciar fechamento/demolição em território quilombola
"jun. 9, 2022",,FLO090421D,Raquel,Maia,Marco Vivo: povo Jenipapo-Kanindé celebra 21 anos de demarcação da terra,Ceará.gov,"abr. 9, 2021",Nordeste ; Ceará ; Aquiraz; 2301000,Ritual ; Ritual Indígena,,,,Caatinga,Data inicial: 09/04/2021 Data final: 09/04/2021,Movimento Indígena,,Outros,Povo Jenipapo-Kanindé,Preservação ambiental,Outros,,Outros,,15; Vida Terrestre,Representar a resistência e reafirmar a identidade do povo Jenipapo Kanindé; Toré,"Ritual Toré, Celebrar a resistência física e cultural indígenas"
"jun. 9, 2022",,FLO260121A,Bianca,Marucci,Indígenas lançam campanha por vacinação e contra fake news,#COLABORA,"jan. 26, 2021",Online,,Ação/Prática Comunicativa,Campanha,,,,Movimento Indígena,,"Articulação dos Povos Indígenas do Brasil (APIB)
Coordenação das Organizações Indígenas da Amazônia Brasileira (Coiab)
Articulação dos Povos e Organizações Indígenas do Nordeste, Minas Gerais e Espírito Santo (Apoinme)",,Combate ao Covid-19,NI,,NI,,"3; Saúde e Bem-Estar
16; Paz Justiça e Instituições Eficazes","indígenas fora da aldeia, informações falsas; mulheres indígenas; líderes indígenas; ",
"jun. 9, 2022",,FLO270121F,Bianca,Marucci,Grileiros ameaçam vidas e territórios do povo Gamela no Piauí,Conselho Indigenista Missionário (CIMI),"jan. 27, 2021",Nordeste ; Maranhão ; São Luís; 2111300,,Ação/Prática Comunicativa,Carta de Solidariedade,,,,Movimento Indígena,,Outros,povo Akroá Gamella,"Luta contra a violação dos direitos humanos
Preservação ambiental",NI,,NI,,15; Vida Terrestre,liderança Kum’Tum; defesa de territórios; vídeos na internet,
"jun. 9, 2022",,FLO270121E,Bianca,Marucci,Mais reconhecimento para os indígenas guardiões da floresta,veja,"jan. 27, 2021",Online,,Encontro,Encontro Online,,,,Movimento Indígena,,Outros,Guardiões da Floresta; Brigadistas Indígenas; Survival Brasil,,NI,,NI,,15; Vida Terrestre,mobilização; proteção do meio ambiente; lideranças indígenas; serviços ambientais; defensores florestais; “Indígenas Guardiões da Floresta: Caminhos e Possibilidades”,
"jun. 9, 2022",,FLO090421C,Raquel,Maia,Defensoria pede a Sesab prioridade em vacinação de comunidades quilombolas,Bahia Notícias ,"abr. 9, 2021",Estadual ; Bahia,Judicialização ; Ação Civil Pública,,,,,Data inicial: 09/04/2021 Data final: 09/04/2021,Movimento Quilombola,,Outros,,Combate ao Covid-19,Estado,,Outros,Defensoria Pública da Bahia (DP-BA),3; Saúde e Bem-Estar,Vacinação comunidades quilombolas; demarcação territorial quilombola,Processos de certificação de comunidades quilombolas
"jun. 9, 2022",,FLO090421B,Raquel,Maia,"Em carta a gestores públicos, FAS faz recomendações para aumento da eficiência na imunização das populações tradicionais da Amazônia profunda",Chico Terra,"abr. 9, 2021",Estadual ; Amazonas,Ação paraestatal ; Barreira Sanitária,,,,Amazônia,undefined,Outros,,Outros,Ribeirinhos,Combate ao Covid-19,Fundação,,Outros,Fundação Amazônia Sustentável (FAS),"3; Saúde e Bem-Estar
15; Vida Terrestre",Campanha vacinação de populações tradicionais e povos indígenas; combate a fake news ,Estratégias e combate a fake news sobre vacinação
"jun. 9, 2022",,FLO090421A,Raquel,Maia,"Funai deve retomar demarcação de terras do Povo Gamela, no Piauí",Meio Norte,"abr. 9, 2021",Nordeste ; Piauí ; Baixa Grande do Ribeiro; 2201150,Judicialização ; Ação Civil Pública,,,,Cerrado,Data inicial: 09/04/2021 Data final: 09/04/2021,Movimento Indígena,,Outros,Povo Gamela,"Luta contra a violação dos direitos humanos
Preservação ambiental",Estado,,Ministério Público Federal (MPF),Defensoria Pública da União; Defensoria Pública do Estado do Piauí,"15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",Demarcação de terras ,reconhecimento e demarcação de terras do Povo Indígena Gamela
"jun. 9, 2022",,FLO080421D,Raquel,Maia,"'Falas da Terra', do dia 19, reunirá o depoimento de 21 indígenas brasileiros",O Globo,"abr. 8, 2021",Nacional,Não categorizado ; Não categorizado,Ação/Prática comunicativa,Entrevista; documentário,,,Data inicial: 19/04/2021 Data final: 19/04/2021,Movimento Indígena,,Outros,,Luta contra a violação dos direitos humanos,Empresa,Meios de comunicação,Outros,TV Globo,15; Vida Terrestre,Audiovisual informativo direitos indígenas,
"jun. 9, 2022",,FLO080421C,Raquel,Maia,Quilombolas realizam mapeamento de ações e instituições que atuam com a agricultura quilombola,Jornal de Brasilia,"abr. 8, 2021",Nacional,Ação paraestatal ; Vigília (Vigilância),,Levantamento de dados primários,,,undefined,Movimento Quilombola,,Outros,Coordenação Nacional de Articulação de Quilombos –CONAQ,Preservação ambiental,Outros,Organização da Sociedade Civil de Interesse Público (OSCIP),Outros,Ecam Projetos Sociais,"2; Fome Zero e Agricultura Sustentável
8; Trabalho Decente e Crescimento Econômico
9; Indústria, Inovação e Infraestrutura
12; Consumo e Produção Responsáveis
15; Vida Terrestre",Mapeamento agricultura familiar quilombola; segurança alimentar,Mapeamento e Diagnóstico Situacional da Agricultura Familiar Quilombola
"jun. 8, 2022",,FLO080421B,Raquel,Maia,Sespa coordena ações de combate à malária em área indígena de Jacareacanga,Agência Pará,"abr. 8, 2021",Norte ; Pará ; Jacareacanga; 1503754,Não categorizado ; Não categorizado,Ação de caráter imediato,Segurança sanitária,,Amazônia,Data inicial: 14/03/2021 Data final: 30/03/2021,Outros,,Outros,,"Luta contra a violação dos direitos humanos
Preservação ambiental",Estado,,Distrito Sanitário Especial Indígena (Dsei),Secretaria de Estado de Saúde Pública (Sespa); Secretaria Municipal de Saúde de Jacareacanga,"3; Saúde e Bem-Estar
6; Água Potável e Saneamento",Controle de endemias; malária,Combater a malária 
"jun. 6, 2022",,FLO080421,Raquel ,Maia,Vitória Guarani Kaiowá: STF acolhe recurso e abre caminho para reverter decisão que anulou demarcação da TI Guyraroka,Cimi.org,"abr. 8, 2021",Centro-oeste ; Mato Grosso do Sul ; Caarapó; 5002407,Judicialização ; Vitória Judicial,,,,Mata Atlântica,Data inicial: 26/03/2021 Data final: 07/04/2021,Movimento Indígena,,Outros,Povo Guarani Kaiowá,"Luta contra a violação dos direitos humanos
Preservação ambiental",Estado,,Supremo Tribunal Federal (STF),,"10; Redução das Desigualdades
15; Vida Terrestre",Reverter a anulação da demarcação da terra indígena Guyraroka; marco temporal,
"jun. 6, 2022",,FLO040321B,Bruna,Gonçalves,Região Ação conjunta para prevenção à covid-19 em Benjamin Constant do Sul,Jornal Bom Dia ,"mar. 4, 2021",Sul ; Rio Grande do Sul ; Benjamin Constant do Sul; 4302055,Ação paraestatal ; Barreira Sanitária,,,,Mata Atlântica,undefined,Movimento Indígena,,Outros,Lideranças Indígenas (etnia não especificada),,Estado,,Outros,"Secretaria Municipal Indígena, Secretaria de Saúde; Prefeitura de Benjamin Constant do Sul",3; Saúde e Bem-Estar,Saúde Indígena; Direitos dos povos indígenas; Segurança,
"jun. 6, 2022",,FLO050421C,Raquel ,Maia,Terra indígena terá base para tentar frear o garimpo ilegal,FOLHA BV (Boa Vista),"abr. 5, 2021",Norte ; Roraima ; Mucajaí; 1400308,Judicialização ; Ação Civil Pública,,,,Amazônia,undefined,Movimento Indígena,,Outros,,"Luta contra a violação dos direitos humanos
Preservação ambiental",Estado,,Ministério Público Federal (MPF),,"3; Saúde e Bem-Estar
15; Vida Terrestre","Garimpo, bases de proteção etnoambiental",Frear e monitorar atividades de garimpo
"jun. 3, 2022",,FLO060421B,Raquel,Maia,"Grupo prioritário, comunidades ribeirinhas estão sem vacinação em MS",Campo Grande News,"abr. 6, 2021",Centro-oeste ; Mato Grosso do Sul ; Ladário; 5005202,Não categorizado ; Não categorizado,Ação/Prática comunicativa,Documento de informação,,Ladário,undefined,Outros,,Outros,Comunidades ribeirinhas,"Luta contra a violação dos direitos humanos
Combate ao Covid-19",ONG,,Outros,Comitiva Esperança,3; Saúde e Bem-Estar,Vacinação comunidades ribeirinhas,
"jun. 3, 2022",,FLO070421A,Raquel,Maia,Famílias indígenas da Aldeia Maracanã temem  despejo em meio à pandemia,Projeto Colabora,"abr. 7, 2021",Sudeste ; Rio de Janeiro ; Rio de Janeiro; 3304557,Ação Administrativa Pública ; Reivindicação de ato administrativo territorial,,,,Mata Atlantica,Data inicial: 10/03/2021 Data final: 16/03/2021,Movimento Indígena,,Outros,Etnias residentes na Aldeia Maracanã,Luta contra a violação dos direitos humanos,Estado,,Supremo Tribunal Federal (STF),,"1; Erradicação da Pobreza
10; Redução das Desigualdades
15; Vida Terrestre",Reintegração de posse; indígenas em contexto urbano; ,
"jun. 3, 2022",,FLO060421A,Raquel,Maia,Articulação das Pastorais do Campo emite nota de pesar e indignação pela morte da liderança quilombola Fátima Barros,Cimi.org,"abr. 6, 2021",Norte ; Tocantins ; Araguatins; 1702208,Não categorizado ; Não categorizado,Ação comunicativa,Nota de pesar,,Amazônia e Cerrado,Data inicial: 06/04/2021 Data final: 06/04/2021,Movimento Religioso ,,Outros,Articulação das Pastorais do Campo,,Igreja/Movimento Religioso,,Outros,Articulação das Pastorais do Campo,"3; Saúde e Bem-Estar
15; Vida Terrestre",Nota de pesar,Prestar homenagem 
"jun. 3, 2022",,FLO050421B,Raquel ,Maia ,Apib inicia programação do Acampamento Terra Livre 2021,Cimi.org,"jun. 3, 2022",Online,Eventos ; Fórum,,Mobilizaçao virtual,,,Data inicial: 05/04/2021 Data final: 30/04/2021,Movimento Indígena,,"Articulação dos Povos Indígenas do Brasil (APIB)
Coordenação das Organizações Indígenas da Amazônia Brasileira (Coiab)	N.I.","Articulação dos Povos Indígenas do Sul (Arpinsul); Comissão Guarani Yvyrupa (CGY); Grande Assembleia do povo Guarani (Aty Guasu); Frente Parlamentar Indígena; Articulação dos Povos Indígenas do Nordeste, Minas Gerais e Espírito Santo (Apinme); Articulação dos Povos Indígenas do Sudeste (Arpin Sudeste); Conselho do Povo Terena;","Luta contra a violação dos direitos humanos
Preservação ambiental
Combate ao Covid-19","Fundação
Partido",Meios de comunicação,Frente Parlamentar Indígena,Mídia Ninja - Emergências Amazônia; Fundação Oswaldo Cruz (Fiocruz); Associação Brasileira de Saúde Coletiva (Abrasco),"3; Saúde e Bem-Estar
10; Redução das Desigualdades
15; Vida Terrestre","Mobilizaçao virtual indígena, denúnciar genocídio indígena, invasão e desmatamento de territórios, pautar direitos",
"jun. 3, 2022",,FLO010521B,Natallia,Assunção,PF intima líder indígena por documentário que critica ação do governo na pandemia,G1,"mai. 1, 2021",Centro-oeste ; Distrito Federal ; Brasília; 5300108,Encontro ; Reunião de negociação,,,,Amazônia; Cerrado,,Movimento Indígena,,Articulação dos Povos Indígenas do Brasil (APIB),,,NI,,NI,,"10; Redução das Desigualdades
13; Ação Contra Mudança Global do Clima
14; Vida na Água
15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",Povos Indígenas; Ameaças: Coação; Denúncias.,Negociação
"jun. 3, 2022",,FLO010521A,Natallia,Assunção,CPI da Covid ouve indígenas sobre omissão de Bolsonaro na pandemia,Rede Brasil Atual,"mai. 1, 2021",Centro-oeste ; Distrito Federal ; Brasília; 5300108,Encontro ; Reunião de denúncia,,,,Amazônia; Cerrado,Data inicial: 30/04/2021 Data final: 01/05/2021,Movimento Indígena,,Povo Pataxó,,"Luta contra a violação dos direitos humanos
Preservação ambiental
Combate ao Covid-19",Outros,,Outros,,"3; Saúde e Bem-Estar
15; Vida Terrestre",CPI da covid; Povos Indígenas; Ameaça; denúncia,
"jun. 3, 2022",,FLO260521A,Natallia,Assunção,Deputada Joenia se reúne com lideranças da Terra Indígena São Marcos,Folha BV,"mai. 26, 2021",Norte ; Roraima ; Pacaraima; 1400456,Encontro ; Reunião de negociação,,,,Amazônia,undefined,Movimento Indígena,,NI,,,NI,,NI,,"1; Erradicação da Pobreza
3; Saúde e Bem-Estar
4; Educação de Qualidade
12; Consumo e Produção Responsáveis
17; Parcerias e Meios de Implementação",Povos Indígenas; Emenda; Ações; Reunião,Para saber a respeito das emendas destinadas pela deputada para a região e da atuação do mandato coletivo em favor dos povos indígenas.
"mai. 29, 2022",,FLO280521A,Natallia,Assunção,Mulheres indígenas e MPF pedem apoio para reconstrução de casas incendiadas por garimpeiros no Pará,Ministério Público Federal,"mai. 28, 2021",Norte ; Pará ; Jacareacanga; 1503754,Judicialização ; Ação Civil Pública,,,,Amazônia,undefined,Movimento Indígena,,Povo Munduruku,Associação das Mulheres Munduruku Wakobor?n,Luta contra a violação dos direitos humanos,Outros,,Outros,Associação das Mulheres Munduruku Wakobor?n ,"3; Saúde e Bem-Estar
10; Redução das Desigualdades
15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",Mulheres Indígenas; Violência; Ameaças; Garimpeiros,Solidariedade
"mai. 29, 2022",,FLO270521B,Natallia,Assunção,"Indígenas Yanomami denunciam o surgimento de uma nova ""Serra Pelada"" na Amazonia",Rede Pará,"mai. 29, 2022",Norte ; Roraima ; Alto Alegre; 1400050,Ação Administrativa Pública ; Reivindicação de ato administrativo territorial,,,,Amazônia,Data inicial: 27/05/2021 Data final: 27/05/2021,Movimento Indígena,,Povo Yanomami,,"Luta contra a violação dos direitos humanos
Preservação ambiental",NI,Associação,NI,Hutukara Associação Yanomami,"12; Consumo e Produção Responsáveis
13; Ação Contra Mudança Global do Clima
14; Vida na Água
15; Vida Terrestre",Garimpo; terra indígena; Yanomamis; ameaça,
"mai. 29, 2022",,FLO270521A,Natallia,Assunção,Governo federal é responsável direto pela violência contra o povo Munduruku,Conselho Indigenista Missionário,"mai. 27, 2021",Norte ; Pará ; Jacareacanga; 1503754,,Ações Parestatais,Vigília( Vigilância),,Amazônia,Data inicial: 27/05/2021 Data final: 27/05/2021,Movimento Indígena,,Povo Munduruku,Conselho Indigenista Missionario,"Luta contra a violação dos direitos humanos
Preservação ambiental",NI,,NI,,"3; Saúde e Bem-Estar
13; Ação Contra Mudança Global do Clima
14; Vida na Água
15; Vida Terrestre",Garimpo; terra indígena; governo Bolsonaro; ameaça,
"mai. 27, 2022",,FLO70421A,Raquel ,Maia,Indígenas e Cimi apontam crime e cobram regularização de aldeia incendiada em Guarulhos,Carta Capital,"abr. 7, 2021",Sudeste ; São Paulo ; Guarulhos; 3518800,,Ação/Prática comunicativa,Denúncia; Nota de repúdio,,Mata Atlântica,Data inicial: 04/04/2021 Data final: 06/04/2021,"Movimento Indígena
Movimento Religioso ",,Outros,"Kaimbé, Tupi Guarani, Xucuru, Wassu Cocal, Pataxó, Kariri Xocó, Pankararu e Pankararé; Conselho Indigenista Missionário (CIMI) ",Luta contra a violação dos direitos humanos,Estado,,Fundação Nacional do índio (FUNAI),,"10; Redução das Desigualdades
15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes","Regularização fundiária indígena, violência contra indígenas em contexto urbano, denúncia de violência",
"mai. 25, 2022",,FLO230621A,Paulo Vitor,Luna Torres,Conheça a mobilização indígena Levante Pela Terra em Brasília,Casa Ninja Amazônia,"jun. 23, 2021",Centro-oeste ; Distrito Federal ; Brasília; 5300108,Deslocamento Coletivo ; Marcha,Ritual; manifestação. ,Ritual de celebração; ritual de luto; ritual de guerra; acampamento,,,Data inicial: 07/06/2021 Data final: 26/06/2021,Movimento Indígena,,"Outros
Articulação dos Povos Indígenas do Brasil (APIB)
Coordenação das Organizações Indígenas da Amazônia Brasileira (Coiab)	N.I.
Povo Munduruku",Povos indígenas (+ 40 etnias não especificadas),,"Igreja/Movimento Religioso
Outros",,Outros,Conselho indigenista missionário (CIMI); Observatório dos Direitos Humanos dos Povos Indígenas Isolados e de Recente Contato (Opi).,"15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",PL 490; Marco temporal; PL 191; PL 984;  PL da grilagem; ,
